OBJECTID,Year,State,Agency,Unit ID,Fire Name,Local Incident Number,Alarm Date,Containment Date,Cause,Collection Method,Management Objective,GIS Calculated Acres,Comments,Complex Name,IRWIN ID,Fire Number (historical use),Complex ID,DECADES,Shape__Area,Shape__Length,month_yr,percent
4368,2013.0,CA,CDF,MVU,OTAY,00009268,2013-05-03 07:00:00,5/3/2013 7:00:00 AM,14,1.0,1.0,164.2063,,,,,,2010-2019,938370.796875,5025.90464922482,2013-05,89.3932584269663
4372,2013.0,CA,CCO,VNC,GOODENOUGH,,2013-04-08 07:00:00,4/8/2013 7:00:00 AM,11,7.0,1.0,145.2335,Ventura Co. # 13-20313,,,,,2010-2019,865726.8515625,5042.00473291078,2013-04,103.76923076923077
4373,2013.0,CA,CCO,LAC,MAGIC,00127427,2013-05-28 07:00:00,5/28/2013 7:00:00 AM,2,1.0,1.0,145.1069,,,,,,2010-2019,864912.7421875,7302.05264891994,2013-05,89.3932584269663
4376,2013.0,CA,CDF,RRU,SMILEY,00053204,2013-05-25 07:00:00,5/25/2013 7:00:00 AM,9,5.0,1.0,126.6421,Shooting,,,,,2010-2019,747008.2109375,4008.73049442732,2013-05,89.3932584269663
4387,2013.0,CA,CDF,SLU,CREEK,00007708,2013-09-24 07:00:00,9/24/2013 7:00:00 AM,11,1.0,1.0,94.40611,,,,,,2010-2019,576882.6328125,5652.94571631443,2013-09,55.63095238095238
4390,2013.0,CA,CDF,RRU,WATER,00051737,2013-05-21 07:00:00,5/21/2013 7:00:00 AM,9,1.0,1.0,89.7011,Electrical windmill BLM #7641,,,,,2010-2019,528986.25,3294.92247375635,2013-05,89.3932584269663
4396,2013.0,CA,LRA,RRU,LIVE OAK,00011386,2013-09-11 07:00:00,9/11/2013 7:00:00 AM,14,1.0,1.0,72.77747,BDU to RRU092643,,,,,2010-2019,429617.19921875,2597.22976384003,2013-09,55.63095238095238
4402,2013.0,CA,CDF,RRU,RELAY,00078772,2013-08-04 07:00:00,8/4/2013 7:00:00 AM,14,1.0,1.0,67.45936,,,,,,2010-2019,397356.703125,3321.38275919938,2013-08,58.5974025974026
4408,2013.0,CA,CDF,MVU,BORDER,00007667,2013-05-22 07:00:00,5/23/2013 7:00:00 AM,7,7.0,1.0,61.55982,,,,,,2010-2019,352113.6796875,6697.04277378552,2013-05,89.3932584269663
4410,2013.0,CA,CDF,SLU,ADELAIDA,00005308,2013-07-07 07:00:00,7/10/2013 7:00:00 AM,14,1.0,1.0,60.89512,,,,,,2010-2019,373783.46875,3782.95608133787,2013-07,61.48314606741573
4413,2013.0,CA,CDF,MVU,VALLEY 2,00020104,2013-09-24 07:00:00,9/28/2013 7:00:00 AM,14,1.0,1.0,58.84497,,,,,,2010-2019,338125.41015625,3136.07558153627,2013-09,55.63095238095238
4417,2013.0,CA,CDF,SLU,TORO,00009086,2013-11-08 08:00:00,11/10/2013 8:00:00 AM,2,1.0,1.0,51.07315,,,,,,2010-2019,312277.7890625,2896.90079495729,2013-11,55.45333333333333
4426,2013.0,CA,CCO,VNC,HAPPY CAMP,,2013-12-10 08:00:00,12/10/2013 8:00:00 AM,11,1.0,1.0,44.73134,,,,,,2010-2019,265945.12890625,2557.79006392995,2013-12,65.17460317460318
4431,2013.0,CA,LRA,RRU,HEACOCK,00073306,2013-07-19 07:00:00,7/19/2013 7:00:00 AM,14,5.0,1.0,40.5702,,,,,,2010-2019,239251.3203125,2149.64433711545,2013-07,61.48314606741573
4432,2013.0,CA,CDF,RRU,VIPER,00058419,2013-06-08 07:00:00,6/8/2013 7:00:00 AM,9,4.0,1.0,40.46907,Shooting,,,,,2010-2019,238743.26171875,3131.45794352853,2013-06,69.12359550561797
4436,2013.0,CA,LRA,LAC,MAY,00103948,2013-05-01 07:00:00,5/1/2013 7:00:00 AM,14,1.0,1.0,39.12205,,,,,,2010-2019,235267.25,2678.62404152627,2013-05,89.3932584269663
4437,2013.0,CA,LRA,VNC,HIDDEN,,2013-06-06 07:00:00,6/6/2013 7:00:00 AM,7,1.0,1.0,37.86338,Ventura Co # 13-34242,,,,,2010-2019,224910.08203125,2551.4661223616,2013-06,69.12359550561797
4442,2013.0,CA,CDF,SLU,COTTONTAIL,00003706,2013-05-20 07:00:00,5/20/2013 7:00:00 AM,14,1.0,1.0,30.29119,,,,,,2010-2019,185376.6796875,2232.11644812387,2013-05,89.3932584269663
4445,2013.0,CA,CDF,RRU,THOMAS,00007015,2013-11-09 08:00:00,11/9/2013 8:00:00 AM,10,1.0,1.0,27.81954,,,,,,2010-2019,162519.5703125,3209.07607419882,2013-11,55.45333333333333
4447,2013.0,CA,CCO,VNC,CONDOR,,2013-06-18 07:00:00,6/18/2013 7:00:00 AM,14,1.0,1.0,25.82967,Ventura Co. # 13-37432,,,,,2010-2019,153928.16796875,1966.84574590864,2013-06,69.12359550561797
4448,2013.0,CA,CDF,RRU,ROSA,00013093,2013-10-04 07:00:00,10/4/2013 7:00:00 AM,2,1.0,1.0,24.74532,shooting,,,,,2010-2019,145234.91015625,1990.01846668898,2013-10,56.111111111111114
4456,2013.0,CA,CCO,VNC,WHEELER,,2013-11-14 08:00:00,11/14/2013 8:00:00 AM,2,1.0,1.0,22.4388,,,,,,2010-2019,133663.1171875,3466.05731632388,2013-11,55.45333333333333
4458,2013.0,CA,CCO,LAC,CANYON,00230689,2013-09-21 07:00:00,9/21/2013 7:00:00 AM,9,1.0,1.0,21.94959,,,,,,2010-2019,131062.3984375,2131.15663683913,2013-09,55.63095238095238
4462,2013.0,CA,CDF,MVU,BODEN,00000011,2013-06-02 07:00:00,6/2/2013 7:00:00 AM,9,1.0,1.0,20.55704,Only .1 acres FS lands burned,,,,,2010-2019,118852.3828125,2633.52159543551,2013-06,69.12359550561797
4471,2013.0,CA,CDF,RRU,CACTUS,00090002,2013-09-04 07:00:00,9/4/2013 7:00:00 AM,11,1.0,1.0,17.30028,,,,,,2010-2019,101335.66015625,1571.53688449528,2013-09,55.63095238095238
4476,2013.0,CA,CCO,LAC,COLTRANE,00149433,2013-06-22 07:00:00,6/22/2013 7:00:00 AM,14,1.0,1.0,15.10816,,,,,,2010-2019,89912.44140625,1610.59585896559,2013-06,69.12359550561797
4487,2013.0,CA,CDF,BDU,SPRING,00001373,2013-01-27 08:00:00,1/27/2013 8:00:00 AM,14,1.0,1.0,13.56809,"Between Warm Springs and Collin, east of the River. Bishop area",,,,,2010-2019,86946.18359375,1312.15417745044,2013-01,93.87096774193549
4489,2013.0,CA,CDF,MVU,RED,00012111,2013-09-06 07:00:00,9/7/2013 7:00:00 AM,1,1.0,1.0,12.95418,,,,,,2010-2019,75024.3984375,1024.5570973488,2013-09,55.63095238095238
4490,2013.0,CA,CCO,LAC,LOWRIDGE,00315713,2013-12-29 08:00:00,12/29/2013 8:00:00 AM,14,1.0,1.0,12.89286,,,,,,2010-2019,76971.2578125,2046.10977391814,2013-12,65.17460317460318
4491,2013.0,CA,CCO,LAC,CANYON,00223517,2013-09-13 07:00:00,9/13/2013 7:00:00 AM,14,1.0,1.0,12.73037,,,,,,2010-2019,75364.5859375,2053.29366976042,2013-09,55.63095238095238
4493,2013.0,CA,CDF,BDU,GREY,00009043,2013-07-19 07:00:00,9/19/2013 7:00:00 AM,14,1.0,1.0,12.05707,In Muscoy area,,,,,2010-2019,71461.1640625,1068.23491913784,2013-07,61.48314606741573
4495,2013.0,CA,CCO,VNC,BARDSDALE,,2013-05-09 07:00:00,5/9/2013 7:00:00 AM,14,1.0,1.0,11.81112,VNC #13-27614,,,,,2010-2019,70340.75390625,1213.70468688701,2013-05,89.3932584269663
4501,2013.0,CA,CCO,LAC,BOUQUET,00001331,2013-04-08 07:00:00,4/8/2013 7:00:00 AM,9,6.0,1.0,10.92064, Outside Forest lands,,,,,2010-2019,65171.41796875,1459.79411399308,2013-04,103.76923076923077
4508,2013.0,CA,LRA,LAC,SHOOTING,00004140,2013-08-27 07:00:00,8/27/2013 7:00:00 AM,2,8.0,1.0,10.215,LACO # 208086,,,,,2010-2019,60525.33984375,1410.6480495797,2013-08,58.5974025974026
4510,2013.0,CA,CDF,SLU,WHITE TAIL,00004461,2013-06-15 07:00:00,6/15/2013 7:00:00 AM,14,1.0,1.0,9.926195,,,,,,2010-2019,60919.59765625,1148.51498598835,2013-06,69.12359550561797
4519,2013.0,CA,LRA,RRU,VAN BUREN,00044601,2013-05-02 07:00:00,5/2/2013 7:00:00 AM,3,5.0,1.0,7.173444,2 STRS. DESTROYED,,,,,2010-2019,42341.4609375,901.361027761075,2013-05,89.3932584269663
4523,2013.0,CA,CCO,LAC,MARPLE,00219426,2013-09-08 07:00:00,9/8/2013 7:00:00 AM,3,1.0,1.0,6.544206,,,,,,2010-2019,39124.3046875,967.735141330471,2013-09,55.63095238095238
4524,2013.0,CA,CCO,LAC,CLARITA,00242641,2013-10-05 07:00:00,10/5/2013 7:00:00 AM,14,1.0,1.0,6.421675,,,,,,2010-2019,38205.94921875,2358.12597247533,2013-10,56.111111111111114
4526,2013.0,CA,CCO,LAC,MADISON,00126694,2013-05-27 07:00:00,5/27/2013 7:00:00 AM,2,7.0,1.0,5.662212,,,,,,2010-2019,33774.25390625,912.156426787017,2013-05,89.3932584269663
4532,2013.0,CA,USF,LAC,GABRIEL,00003617,2013-07-30 07:00:00,8/18/2013 7:00:00 AM,2,6.0,1.0,3.933502,,,,,,2010-2019,23348.671875,616.514824146337,2013-07,61.48314606741573
4534,2013.0,CA,CCO,LAC,VIRGENES,00000846,2013-09-18 07:00:00,9/19/2013 7:00:00 AM,14,6.0,1.0,3.633029,2013-CASMP-846 Perim determined from TV news helicopter footage,,,,,2010-2019,21500.41015625,697.3402177885,2013-09,55.63095238095238
4548,2013.0,CA,LRA,LAC,CANYON,,2013-08-19 07:00:00,8/19/2013 7:00:00 AM,14,6.0,1.0,1.532762,2013-CASMP- Cause undet but human- this is a homeless camp,,,,,2010-2019,9078.63671875,376.634377410024,2013-08,58.5974025974026
4549,2013.0,CA,CDF,MVU,MORENA,00014864,2013-07-17 07:00:00,7/17/2013 7:00:00 AM,14,1.0,1.0,1.434162,,,,,,2010-2019,8209.45703125,373.196086698468,2013-07,61.48314606741573
4552,2013.0,CA,FWS,VNC,CAMARILLO,00000538,2013-05-27 07:00:00,5/28/2013 7:00:00 AM,10,1.0,1.0,1.235317,2013-CASMP-538 Onsite GPS by NPS rtaylor. Cause undet but probably car,,,,,2010-2019,7326.265625,767.710155996943,2013-05,89.3932584269663
4556,2013.0,CA,CCO,LAC,CASTRO,00000650,2013-07-08 07:00:00,7/8/2013 7:00:00 AM,2,6.0,1.0,0.608927,2013-CASMP-650 cutting tool on steel fenceposts by Kaye contractor,,,,,2010-2019,3601.64453125,288.716562748266,2013-07,61.48314606741573
4568,2013.0,CA,CCO,LAC,OLD TOPANGA,00000232,2013-03-11 07:00:00,3/11/2013 7:00:00 AM,14,6.0,1.0,0.0852045,2013-CASMP-232 ,,,,,2010-2019,504.34375,86.3864796407635,2013-03,135.5909090909091
4603,2012.0,CA,CDF,MVU,BANNER,00005400,2012-05-24 07:00:00,5/29/2012 7:00:00 AM,14,2.0,1.0,5320.116,,,,,,2010-2019,30731176.3203125,43905.602486614,2012-05,130.68965517241378
4611,2012.0,CA,CDF,RRU,BUCK,00080142,2012-08-14 07:00:00,8/16/2012 7:00:00 AM,1,1.0,1.0,2637.363,alt Inc # 000152,,,,,2010-2019,15417675.9296875,20547.9808445175,2012-08,66.34210526315789
4613,2012.0,CA,CDF,MVU,SHOCKEY ,00010383,2012-09-23 07:00:00,9/27/2012 7:00:00 AM,14,8.0,1.0,2555.589,,,,,,2010-2019,14619442.296875,33779.0362898247,2012-09,61.583333333333336
4616,2012.0,CA,CDF,MVU,CHIHAUHAU 2,00008547,2012-08-09 07:00:00,8/12/2012 7:00:00 AM,1,8.0,1.0,2006.962,,,,,,2010-2019,11681162.6875,17933.4954164906,2012-08,66.34210526315789
4629,2012.0,CA,CDF,MVU,OLD - 2,00006329,2012-06-17 07:00:00,6/20/2012 7:00:00 AM,14,8.0,1.0,995.6812,,,,,,2010-2019,5705265.59375,15103.4357366915,2012-06,93.03076923076924
4632,2012.0,CA,CCO,LAC,HILLSIDE,00155974,2012-07-03 07:00:00,7/3/2012 7:00:00 AM,14,1.0,1.0,885.1592,,,,,,2010-2019,5296213.6875,12938.8884474885,2012-07,74.20689655172414
4638,2012.0,CA,CDF,SLU,CALF,00005716,2012-07-16 07:00:00,7/18/2012 7:00:00 AM,2,7.0,1.0,616.9758,,,,,,2010-2019,3765755.78125,11577.2642529192,2012-07,74.20689655172414
4642,2012.0,CA,CCO,LAC,FIVE MILE,00134232,2012-06-08 07:00:00,6/8/2012 7:00:00 AM,2,7.0,1.0,488.7408,,,,,,2010-2019,2921616.58984375,10589.4034060998,2012-06,93.03076923076924
4644,2012.0,CA,CDF,RRU,VISTA,00082309,2012-08-20 07:00:00,8/21/2012 7:00:00 AM,2,1.0,1.0,402.8371,,,,,,2010-2019,2358700.7578125,8841.83488551565,2012-08,66.34210526315789
4655,2012.0,CA,CDF,RRU,VOLCANO,00075254,2012-08-01 07:00:00,8/5/2012 7:00:00 AM,2,2.0,1.0,309.349,,,,,,2010-2019,1806777.94921875,8152.92552598112,2012-08,66.34210526315789
4658,2012.0,CA,CDF,RRU,LAKEPOINTE,00052340,2012-05-27 07:00:00,5/28/2012 7:00:00 AM,14,1.0,1.0,256.1035,,,,,,2010-2019,1506927.32421875,6421.05798612838,2012-05,130.68965517241378
4675,2012.0,CA,CDF,SLU,BITTER,00008183,2012-08-31 07:00:00,8/31/2012 7:00:00 AM,9,1.0,1.0,167.6615,,,,,,2010-2019,1028008.75390625,6677.36092638196,2012-08,66.34210526315789
4679,2012.0,CA,CCO,LAC,COPCO,00195835,2012-08-18 07:00:00,8/18/2012 7:00:00 AM,14,1.0,1.0,146.9889,Fed inc # 4462,,,,,2010-2019,883171.91796875,6442.89548547936,2012-08,66.34210526315789
4680,2012.0,CA,CDF,SLU,CALIENTE,00006239,2012-08-04 07:00:00,8/4/2012 7:00:00 AM,1,2.0,1.0,144.3692,Target shooting,,,,,2010-2019,875361.90625,6861.94094297603,2012-08,66.34210526315789
4687,2012.0,CA,CCO,LAC,TREE,00108014,2012-05-08 07:00:00,5/8/2012 7:00:00 AM,14,1.0,1.0,126.4701,,,,,,2010-2019,754222.0625,12216.3375804913,2012-05,130.68965517241378
4694,2012.0,CA,CDF,RRU,FREEWAY,00072262,2012-07-23 07:00:00,7/23/2012 7:00:00 AM,14,1.0,1.0,97.77544,,,,,,2010-2019,574017.24609375,4052.47126692351,2012-07,74.20689655172414
4698,2012.0,CA,CCO,LAC,OASIS,00152881,2012-06-30 07:00:00,6/30/2012 7:00:00 AM,14,1.0,1.0,94.33763,,,,,,2010-2019,562578.16796875,3983.84932534805,2012-06,93.03076923076924
4703,2012.0,CA,CDF,BDU,LITTLE,00006611,2012-06-14 07:00:00,6/15/2012 7:00:00 AM,10,1.0,1.0,86.87046,Hwy 138/ LittleHorse,,,,,2010-2019,516939.95703125,4491.59126536941,2012-06,93.03076923076924
4707,2012.0,CA,CCO,VNC,TELEGRAPH,00050450,2012-08-26 07:00:00,8/26/2012 7:00:00 AM,1,2.0,1.0,75.20238,,,,,,2010-2019,448229.75,3576.97314674722,2012-08,66.34210526315789
4710,2012.0,CA,CCO,LAC,TOVEY,00179879,2012-07-31 07:00:00,7/31/2012 7:00:00 AM,14,1.0,1.0,71.69716,,,,,,2010-2019,428803.73046875,2897.41943108047,2012-07,74.20689655172414
4711,2012.0,CA,CDF,RRU,CEDAR,00051664,2012-05-25 07:00:00,5/26/2012 7:00:00 AM,9,1.0,1.0,71.6502,,,,,,2010-2019,419681.27734375,2754.12284694431,2012-05,130.68965517241378
4722,2012.0,CA,CDF,MVU,BORDER 6,00005066,2012-05-16 07:00:00,5/18/2012 7:00:00 AM,14,1.0,1.0,61.55973,,,,,,2010-2019,352085.6328125,6697.03140052125,2012-05,130.68965517241378
4724,2012.0,CA,CDF,BDU,OASIS,00003172,2012-06-30 07:00:00,,9,6.0,1.0,58.09877,HWY 138/ 263RD ST EAST,,,,,2010-2019,346479.1953125,2523.53052445885,2012-06,93.03076923076924
4725,2012.0,CA,CDF,BDU,GREENSPOT,00010744,2012-09-08 07:00:00,9/8/2012 7:00:00 AM,14,1.0,1.0,56.50734,"54 acres State DPA, 3 acres in Redlands DPA",,,,,2010-2019,334230.1796875,2599.9807557619,2012-09,61.583333333333336
4726,2012.0,CA,CDF,MVU,BORDER 7,00005143,2012-05-18 07:00:00,5/18/2012 7:00:00 AM,14,1.0,1.0,56.17696,,,,,,2010-2019,320968.7890625,3200.74376660497,2012-05,130.68965517241378
4733,2012.0,CA,LRA,LAC,HILLSIDE,00003279,2012-07-03 07:00:00,3/7/2012 8:00:00 AM,9,6.0,1.0,47.19527,"37851 MAGNOLIA LN, PLMD",,,,,2010-2019,282436.0546875,2302.3325606172,2012-07,74.20689655172414
4736,2012.0,CA,CDF,RRU,RED,00086765,2012-09-01 07:00:00,9/2/2012 7:00:00 AM,2,1.0,1.0,45.88421,,,,,,2010-2019,268540.36328125,2551.61357364881,2012-09,61.583333333333336
4737,2012.0,CA,CDF,RRU,ROCK,00050833,2012-05-23 07:00:00,5/24/2012 7:00:00 AM,2,1.0,1.0,45.63428,,,,,,2010-2019,266525.078125,2865.48197245996,2012-05,130.68965517241378
4738,2012.0,CA,CDF,RRU,BLUFF,00092441,2012-09-17 07:00:00,9/17/2012 7:00:00 AM,11,2.0,1.0,44.45541,,,,,,2010-2019,262393.8046875,1929.46542997431,2012-09,61.583333333333336
4742,2012.0,CA,CCO,ORC,SANTIAGO,12075627,2012-09-27 07:00:00,9/27/2012 7:00:00 AM,14,1.0,1.0,43.97403,,,,,,2010-2019,258201.171875,2534.73017945037,2012-09,61.583333333333336
4745,2012.0,CA,CDF,BDU,TWIN,00001966,2012-07-11 07:00:00,7/11/2012 7:00:00 AM,9,1.0,1.0,41.8919,CALFIRE Inc#67864,,,,,2010-2019,246662.890625,2126.92134113925,2012-07,74.20689655172414
4754,2012.0,CA,CCO,VNC,SKYLINE,00050735,2012-08-27 07:00:00,8/27/2012 7:00:00 AM,14,1.0,1.0,35.34611,,,,,,2010-2019,210122.80859375,3500.43039227804,2012-08,66.34210526315789
4763,2012.0,CA,CCO,VNC,MOUNT SINAI,00051471,2012-08-30 07:00:00,8/30/2012 7:00:00 AM,14,1.0,1.0,29.06263,,,,,,2010-2019,172691.140625,1833.10229566008,2012-08,66.34210526315789
4767,2012.0,CA,CCO,LAC,RIDGE,00148572,2012-06-25 07:00:00,6/25/2012 7:00:00 AM,14,1.0,1.0,27.09223,,,,,,2010-2019,162811.02734375,2769.68068480867,2012-06,93.03076923076924
4770,2012.0,CA,LRA,RRU,BLUFF 2,00000204,2012-09-17 07:00:00,9/17/2012 7:00:00 AM,9,6.0,1.0,25.88265,,,,,,2010-2019,152776.0078125,1941.07015645074,2012-09,61.583333333333336
4776,2012.0,CA,CDF,BDU,ARROWHEAD,00008437,2012-07-23 07:00:00,7/24/2012 7:00:00 AM,14,1.0,1.0,22.66902,One mile east of Arrowhead Lake,,,,,2010-2019,134870.17578125,1596.52137039004,2012-07,74.20689655172414
4778,2012.0,CA,CCO,VNC,CONEJO,00046601,2012-08-10 07:00:00,8/10/2012 7:00:00 AM,10,1.0,1.0,21.88642,,,,,,2010-2019,129796.44921875,1714.8442333801,2012-08,66.34210526315789
4785,2012.0,CA,CDF,RRU,LINDELL,00059963,2012-06-18 07:00:00,6/18/2012 7:00:00 AM,14,1.0,1.0,20.55804,,,,,,2010-2019,120646.4140625,2233.66974781831,2012-06,93.03076923076924
4786,2012.0,CA,CDF,MVU,OTAY - 3,00006470,2012-06-20 07:00:00,6/20/2012 7:00:00 AM,14,1.0,1.0,20.46337,,,,,,2010-2019,133629.1328125,1644.12148776239,2012-06,93.03076923076924
4792,2012.0,CA,CDF,SLU,JACK,00005257,2012-07-03 07:00:00,7/3/2012 7:00:00 AM,10,1.0,1.0,19.90348,No structure or improvement damage,,,,,2010-2019,122532.640625,2494.11990771032,2012-07,74.20689655172414
4794,2012.0,CA,CDF,BDU,HIGH,00009370,2012-08-10 07:00:00,8/11/2012 7:00:00 AM,14,1.0,1.0,19.5654,Lucerne,,,,,2010-2019,116582.6484375,1770.03828087518,2012-08,66.34210526315789
4802,2012.0,CA,CDF,RRU,GILMER,00084009,2012-08-25 07:00:00,8/25/2012 7:00:00 AM,9,1.0,1.0,16.11734,,,,,,2010-2019,94607.43359375,1354.52584902868,2012-08,66.34210526315789
4805,2012.0,CA,CDF,RRU,WHITEWATER,00110545,2012-11-08 08:00:00,11/8/2012 8:00:00 AM,2,1.0,1.0,15.23534,,,,,,2010-2019,89822.48046875,2020.20424836315,2012-11,66.05084745762711
4816,2012.0,CA,CCO,LAC,TEJON,00002999,2012-06-23 07:00:00,,9,6.0,1.0,13.61068,138 hwy. fort tejon south side of 138 tb 4471 J3,,,,,2010-2019,81196.08203125,1106.5705470494,2012-06,93.03076923076924
4829,2012.0,CA,CCO,VNC,HOWARD,00064932,2012-10-30 07:00:00,10/30/2012 7:00:00 AM,5,2.0,1.0,12.36368,,,,,,2010-2019,73305.015625,1214.55523882915,2012-10,64.43589743589743
4830,2012.0,CA,CCO,LAC,ALISO,00001398,2012-01-02 08:00:00,1/2/2012 8:00:00 AM,2,1.0,1.0,12.31213,,,,,,2010-2019,73466.59765625,2066.36026417789,2012-01,80.70588235294117
4837,2012.0,CA,CDF,BDU,KENWOOD,00011274,2012-09-19 07:00:00,9/20/2012 7:00:00 AM,14,1.0,1.0,11.28533,Devore Area,,,,,2010-2019,66983.65234375,1426.60726548406,2012-09,61.583333333333336
4840,2012.0,CA,CCO,LAC,MESA,00178914,2012-07-30 07:00:00,7/30/2012 7:00:00 AM,2,1.0,1.0,10.90204,,,,,,2010-2019,65113.05078125,1163.61331100234,2012-07,74.20689655172414
4851,2012.0,CA,CDF,RRU,BRADFORD,00071870,2012-07-22 07:00:00,7/22/2012 7:00:00 AM,14,1.0,1.0,10.05645,,,,,,2010-2019,58680.23046875,1222.8908475991,2012-07,74.20689655172414
4854,2012.0,CA,CCO,LAC,BOUQUET,00005329,2012-10-03 07:00:00,10/3/2012 7:00:00 AM,9,6.0,1.0,9.260748,Elizabeth Lake Rd and Bouquet Canyon Rd,,,,,2010-2019,55451.4609375,914.033409827182,2012-10,64.43589743589743
4860,2012.0,CA,CCO,LAC,VINCENT,00004714,2012-08-30 07:00:00,,1,6.0,1.0,8.250733,AFH VINCENT ROAD/ 14 FWY,,,,,2010-2019,49288.7578125,1030.2181485238,2012-08,66.34210526315789
4862,2012.0,CA,CCO,LAC,HIGHWAY,00002205,2012-05-20 07:00:00,,2,6.0,1.0,7.48768,1 1/4 SOUTH OF HWY 138 - HILL FIRE NEAR HOUSES,,,,,2010-2019,44994.33203125,901.057260095585,2012-05,130.68965517241378
4864,2012.0,CA,CCO,LAC,AGUA,00001588,2012-04-08 07:00:00,8/4/2012 7:00:00 AM,2,6.0,1.0,7.086761,NB 14 south of Agua Dulce Canyon Road,,,,,2010-2019,42290.55859375,775.270341350584,2012-04,129.11111111111111
4868,2012.0,CA,CDF,RRU,BONITA,00078088,2012-08-09 07:00:00,8/9/2012 7:00:00 AM,1,1.0,1.0,6.413171,,,,,,2010-2019,37490.14453125,810.235063211516,2012-08,66.34210526315789
4872,2012.0,CA,LRA,LAC,GLADDING,00005678,2012-10-25 07:00:00,,9,1.0,1.0,5.810968,,,,,,2010-2019,34636.21484375,954.133690515807,2012-10,64.43589743589743
4876,2012.0,CA,LRA,LAC,OLIVEVIEW,00003900,2012-07-24 07:00:00,7/25/2012 7:00:00 AM,14,1.0,1.0,5.262163,,,,,,2010-2019,31305.83984375,836.443098925997,2012-07,74.20689655172414
4880,2012.0,CA,CDF,RRU,TAFFLE,00078183,2012-08-09 07:00:00,8/10/2012 7:00:00 AM,5,1.0,1.0,4.751993,CIVILIAN  FATALITY,,,,,2010-2019,27809.84765625,1026.88581767523,2012-08,66.34210526315789
4883,2012.0,CA,CDF,RRU,SCOTT,00055825,2012-06-06 07:00:00,6/6/2012 7:00:00 AM,9,1.0,1.0,4.255865,,,,,,2010-2019,24914.65625,930.526897358733,2012-06,93.03076923076924
4885,2012.0,CA,CCO,LAC,MARTINEZ,00032579,2012-02-09 08:00:00,2/9/2012 8:00:00 AM,14,1.0,1.0,4.11401,,,,,,2010-2019,24535.296875,675.26926098329,2012-02,111.51851851851852
4911,2012.0,CA,CCO,LAC,MULHOLLAND,00000979,2012-10-26 07:00:00,10/26/2012 7:00:00 AM,14,1.0,1.0,1.006281,"Old encampment, much glass trash inc # is NPS ",,,,,2010-2019,5978.40492248535,274.092779797681,2012-10,64.43589743589743
4923,2012.0,CA,CCO,LAC,CASTLE ROCK,00021069,2012-01-26 08:00:00,1/26/2012 8:00:00 AM,11,1.0,1.0,0.6287549,,,,,,2010-2019,3658.515625,370.371077847368,2012-01,80.70588235294117
4929,2012.0,CA,CCO,LAC,ESCONDIDO,00128234,2012-06-01 07:00:00,6/1/2012 7:00:00 AM,3,1.0,1.0,0.393941,,,,,,2010-2019,2352.19921875,221.742662014438,2012-06,93.03076923076924
4931,2012.0,CA,CCO,LAC,VANTAGE POINTE,00052201,2012-03-03 08:00:00,3/3/2012 8:00:00 AM,14,1.0,1.0,0.2644691,,,,,,2010-2019,1559.5390625,247.677435208746,2012-03,115.22448979591837
4933,2012.0,CA,CDF,RRU,TAFFLE,00078183,2012-08-09 07:00:00,8/10/2012 7:00:00 AM,5,1.0,1.0,0.2373483,SPOT FIRE,,,,,2010-2019,1389.05078125,181.263510752605,2012-08,66.34210526315789
4943,2011.0,CA,CDF,MVU,EAGLE,00008019,2011-07-21 07:00:00,7/29/2011 7:00:00 AM,7,7.0,1.0,13992.99,,,,,,2010-2019,81301191.9960938,106704.092969218,2011-07,105.5625
4945,2011.0,CA,CDF,BDU,JOHN,00010475,2011-09-13 07:00:00,9/16/2011 7:00:00 AM,14,1.0,1.0,5799.841,2 miles south of Big Pine,,,,,2010-2019,36981655.828125,25623.9012999987,2011-09,72.36734693877551
4953,2011.0,CA,CDF,MVU,GREAT,00011019,2011-10-01 07:00:00,10/7/2011 7:00:00 AM,14,7.0,1.0,2133.962,,,,,,2010-2019,12328060.1132813,19342.5765127988,2011-10,89.49122807017544
4960,2011.0,CA,CDF,SLU,SODA,00007086,2011-09-03 07:00:00,9/3/2011 7:00:00 AM,2,7.0,1.0,1533.496,Caused by cutting torch,,,,,2010-2019,9351670.39453125,23480.7610996129,2011-09,72.36734693877551
4971,2011.0,CA,CDF,RRU,GILMAN,00071943,2011-08-06 07:00:00,8/7/2011 7:00:00 AM,14,2.0,1.0,1026.639,"brush, BLM inc # 011627",,,,,2010-2019,6050513.421875,11895.2224922517,2011-08,89.6842105263158
4973,2011.0,CA,CDF,BDU,WINTERTON,00002312,2011-03-02 08:00:00,3/10/2011 8:00:00 AM,18,1.0,1.0,908.4495,Div Z burned stayed within the perscrip. Boundary,,,,,2010-2019,5759529.0546875,11787.844070444,2011-03,178.68
4994,2011.0,CA,CCO,ORC,CARBON CANYON,00045067,2011-07-07 07:00:00,7/8/2011 7:00:00 AM,14,7.0,1.0,508.3433,coll meth Capturx pen by Adapx ,,,,,2010-2019,2996047.60546875,8143.54219306446,2011-07,105.5625
5001,2011.0,CA,CDF,BDU,CENTER,00002915,2011-03-18 07:00:00,3/20/2011 7:00:00 AM,14,1.0,1.0,440.6908,Big Pine,,,,,2010-2019,2813239.23046875,15962.8824632002,2011-03,178.68
